epoch,accuracy,loss,val_accuracy,val_loss
0,0.5790908932685852,1.453161358833313,0.7772727012634277,0.758394181728363
1,0.7091666460037231,0.9771442413330078,0.7954545617103577,0.6894078254699707
2,0.7382575869560242,0.8676791787147522,0.7918182015419006,0.6326041221618652
3,0.7579545378684998,0.7912304401397705,0.8090909123420715,0.6162366271018982
4,0.7723484635353088,0.7516589760780334,0.807272732257843,0.6012046933174133
5,0.7828030586242676,0.7073196172714233,0.8209090828895569,0.592068076133728
6,0.7970454692840576,0.6708003878593445,0.8290908932685852,0.5834462642669678
7,0.8042424321174622,0.6317457556724548,0.8345454335212708,0.5873427391052246
8,0.8066666722297668,0.6121140718460083,0.8090909123420715,0.5937356948852539
9,0.8164393901824951,0.5873460173606873,0.8181818127632141,0.602628231048584
10,0.822954535484314,0.564760148525238,0.8299999833106995,0.5495175719261169
11,0.8309090733528137,0.5417968034744263,0.8063636422157288,0.5967615246772766
12,0.8349242210388184,0.5228567123413086,0.8272727131843567,0.5529540181159973
13,0.8426514863967896,0.4982788562774658,0.828181803226471,0.5570782423019409
14,0.84492427110672,0.4898296892642975,0.8190909028053284,0.6086387038230896
15,0.8428030014038086,0.49150294065475464,0.8309090733528137,0.5681782960891724
16,0.8534091114997864,0.46385905146598816,0.8199999928474426,0.6051479578018188
17,0.855681836605072,0.4513956606388092,0.8245454430580139,0.5826734304428101
18,0.8619697093963623,0.4402315020561218,0.8209090828895569,0.5531692504882812
19,0.8615909218788147,0.4366999864578247,0.828181803226471,0.5568960905075073
20,0.8662121295928955,0.42095640301704407,0.8109090924263,0.6313690543174744
