epoch,accuracy,loss,val_accuracy,val_loss
0,0.6140000224113464,1.2869846820831299,0.7519999742507935,0.826026439666748
1,0.7010833621025085,0.969780445098877,0.7590000033378601,0.749935507774353
2,0.7294999957084656,0.8823696970939636,0.7770000100135803,0.7238685488700867
3,0.7406666874885559,0.8264166712760925,0.7900000214576721,0.6465253233909607
4,0.7602499723434448,0.7773980498313904,0.8190000057220459,0.5986170172691345
5,0.7601666450500488,0.7659279108047485,0.8080000281333923,0.6339211463928223
6,0.7750833630561829,0.7313094139099121,0.8109999895095825,0.5912764668464661
7,0.7792500257492065,0.7098544239997864,0.8069999814033508,0.6155492067337036
8,0.7834166884422302,0.6853829026222229,0.8059999942779541,0.6082012057304382
9,0.7904999852180481,0.6664991974830627,0.8080000281333923,0.6091302037239075
10,0.7916666865348816,0.6565167307853699,0.796999990940094,0.6269946098327637
11,0.797166645526886,0.6350188851356506,0.8109999895095825,0.5801390409469604
12,0.8048333525657654,0.6176662445068359,0.8019999861717224,0.6240836381912231
13,0.8065833449363708,0.5977477431297302,0.7990000247955322,0.6191142797470093
14,0.8118333220481873,0.5876903533935547,0.7940000295639038,0.6406094431877136
15,0.8169166445732117,0.5833131670951843,0.7929999828338623,0.6605966687202454
16,0.8209999799728394,0.5568796396255493,0.8169999718666077,0.6078382134437561
17,0.8236666917800903,0.5511795282363892,0.8180000185966492,0.5892730951309204
18,0.8256666660308838,0.5388398766517639,0.7950000166893005,0.7128555774688721
19,0.8246666789054871,0.545924723148346,0.8050000071525574,0.6430836319923401
