epoch,accuracy,loss,val_accuracy,val_loss
0,0.07366666942834854,3.013554096221924,0.09700000286102295,2.901315927505493
1,0.10658333450555801,2.8748300075531006,0.12200000137090683,2.796267032623291
2,0.1314166635274887,2.7966670989990234,0.18000000715255737,2.690967082977295
3,0.1667499989271164,2.6963508129119873,0.23899999260902405,2.5531861782073975
4,0.20658333599567413,2.5821022987365723,0.2549999952316284,2.416067361831665
5,0.2370000034570694,2.4874870777130127,0.2840000092983246,2.3564670085906982
6,0.2589166760444641,2.4216978549957275,0.29600000381469727,2.286129951477051
7,0.2709999978542328,2.360957145690918,0.3319999873638153,2.1670451164245605
8,0.29624998569488525,2.303042411804199,0.3709999918937683,2.0700860023498535
9,0.3070833384990692,2.254086971282959,0.3540000021457672,2.077176332473755
10,0.32249999046325684,2.221903085708618,0.37400001287460327,1.9911108016967773
11,0.3267500102519989,2.207543134689331,0.36899998784065247,2.032454013824463
12,0.33416667580604553,2.174431562423706,0.414000004529953,1.9484633207321167
13,0.343916654586792,2.1458818912506104,0.3970000147819519,1.9273698329925537
14,0.3467499911785126,2.1235506534576416,0.40299999713897705,1.8824810981750488
15,0.35249999165534973,2.106060266494751,0.3840000033378601,1.960707664489746
16,0.359499990940094,2.0643513202667236,0.4099999964237213,1.8851178884506226
17,0.3695833384990692,2.0502519607543945,0.44200000166893005,1.8504843711853027
18,0.38075000047683716,2.031254291534424,0.4180000126361847,1.8259105682373047
19,0.3800833225250244,2.0366897583007812,0.4490000009536743,1.8093489408493042
