epoch,accuracy,loss,val_accuracy,val_loss
0,0.05674242600798607,3.102346181869507,0.072727270424366,3.059332847595215
1,0.10659091174602509,2.957082986831665,0.1472727209329605,2.8272337913513184
2,0.13931818306446075,2.8485260009765625,0.16727273166179657,2.7253358364105225
3,0.1599999964237213,2.7846884727478027,0.1899999976158142,2.6318960189819336
4,0.19469696283340454,2.696049690246582,0.23999999463558197,2.542302131652832
5,0.21393939852714539,2.622596263885498,0.24909090995788574,2.482041597366333
6,0.2380302995443344,2.550236940383911,0.2863636314868927,2.3835296630859375
7,0.25689393281936646,2.4758501052856445,0.2881818115711212,2.320709228515625
8,0.2715151607990265,2.4405431747436523,0.31727272272109985,2.2617106437683105
9,0.2725757658481598,2.408437490463257,0.3418181836605072,2.198310136795044
10,0.2877272665500641,2.3649256229400635,0.31545454263687134,2.216320753097534
11,0.2987878918647766,2.34074330329895,0.34727272391319275,2.1596145629882812
12,0.30704545974731445,2.3195888996124268,0.3700000047683716,2.094731330871582
13,0.3106818199157715,2.2885050773620605,0.3872727155685425,2.065640449523926
14,0.32325756549835205,2.2555959224700928,0.36454546451568604,2.071978807449341
15,0.3224242329597473,2.2503902912139893,0.36181819438934326,2.0858218669891357
16,0.3297727406024933,2.2226736545562744,0.38545453548431396,2.0356383323669434
17,0.33674243092536926,2.2218329906463623,0.38818180561065674,1.998264193534851
18,0.3463636338710785,2.184105157852173,0.3700000047683716,2.0471982955932617
19,0.35113635659217834,2.1673710346221924,0.3927272856235504,2.009596347808838
20,0.3515909016132355,2.1572415828704834,0.40454545617103577,1.9753493070602417
21,0.34939393401145935,2.153095006942749,0.43272727727890015,1.8664159774780273
22,0.3598484992980957,2.126614809036255,0.40909090638160706,1.9450263977050781
23,0.3605303168296814,2.1312320232391357,0.4336363673210144,1.9227927923202515
24,0.3648484945297241,2.102301836013794,0.4381818175315857,1.8833420276641846
25,0.37348484992980957,2.0879087448120117,0.41181817650794983,1.9250001907348633
26,0.37477272748947144,2.0795116424560547,0.47090908885002136,1.841237187385559
27,0.3778030276298523,2.077343225479126,0.4572727382183075,1.8217251300811768
28,0.37727272510528564,2.067824125289917,0.4190908968448639,1.918656587600708
29,0.3824999928474426,2.0501370429992676,0.4654545485973358,1.8058139085769653
30,0.38712120056152344,2.037172794342041,0.43272727727890015,1.8322815895080566
31,0.3934091031551361,2.019158363342285,0.4809090793132782,1.7543563842773438
32,0.40053030848503113,2.0062930583953857,0.43727272748947144,1.787368655204773
33,0.39666667580604553,2.0103676319122314,0.46727272868156433,1.7779487371444702
34,0.3990151584148407,1.9944674968719482,0.44999998807907104,1.8226258754730225
35,0.3958333432674408,1.9960048198699951,0.4699999988079071,1.7916476726531982
36,0.39818182587623596,2.006319999694824,0.47090908885002136,1.7443771362304688
37,0.40522727370262146,1.9838688373565674,0.46454545855522156,1.8209978342056274
38,0.4068181812763214,1.9846633672714233,0.4636363685131073,1.7539103031158447
39,0.41257575154304504,1.957512617111206,0.4609090983867645,1.773468255996704
40,0.4088636338710785,1.947429895401001,0.4936363697052002,1.7197165489196777
41,0.41719695925712585,1.9383196830749512,0.46909090876579285,1.7454279661178589
42,0.4194696843624115,1.9395238161087036,0.44545453786849976,1.8132444620132446
43,0.4130302965641022,1.9412447214126587,0.4827272593975067,1.7506996393203735
44,0.41825756430625916,1.9230875968933105,0.48363634943962097,1.726210355758667
45,0.4241666793823242,1.9107978343963623,0.4981818199157715,1.7019598484039307
46,0.4220454692840576,1.9102784395217896,0.4918181896209717,1.7259058952331543
47,0.42106059193611145,1.906461477279663,0.4909090995788574,1.6908432245254517
48,0.4187878668308258,1.9074640274047852,0.4699999988079071,1.7046375274658203
49,0.4262878894805908,1.8883860111236572,0.4936363697052002,1.686006784439087
50,0.4308333396911621,1.8861490488052368,0.4972727298736572,1.6922541856765747
51,0.43060606718063354,1.8894280195236206,0.49000000953674316,1.6974819898605347
52,0.4311363697052002,1.8797231912612915,0.5027272701263428,1.7450922727584839
53,0.43416666984558105,1.8661365509033203,0.5290908813476562,1.6791117191314697
54,0.4403030276298523,1.8643633127212524,0.5099999904632568,1.6577833890914917
55,0.4378787875175476,1.869338870048523,0.5190908908843994,1.6118783950805664
56,0.44431817531585693,1.8509089946746826,0.5027272701263428,1.6508067846298218
57,0.4326515197753906,1.8724124431610107,0.47999998927116394,1.6906007528305054
58,0.44219696521759033,1.841854453086853,0.5027272701263428,1.6815545558929443
59,0.44643938541412354,1.833609700202942,0.5336363911628723,1.619881510734558
60,0.4434848427772522,1.8392339944839478,0.5154545307159424,1.6362098455429077
61,0.44015151262283325,1.8393754959106445,0.5027272701263428,1.6747509241104126
62,0.44863635301589966,1.8185193538665771,0.503636360168457,1.661436676979065
63,0.4506060481071472,1.8262470960617065,0.49000000953674316,1.6638574600219727
64,0.44931817054748535,1.835123896598816,0.5272727012634277,1.6392676830291748
65,0.45280301570892334,1.8142900466918945,0.48818182945251465,1.6958078145980835
