epoch,accuracy,loss,val_accuracy,val_loss
0,0.6068939566612244,1.3440083265304565,0.7709090709686279,0.7842802405357361
1,0.7113636136054993,0.9571751356124878,0.7818182110786438,0.707233726978302
2,0.7400757670402527,0.8495078086853027,0.8163636326789856,0.6259689927101135
3,0.7609848380088806,0.7880201935768127,0.7990909218788147,0.6514490842819214
4,0.7692424058914185,0.7519908547401428,0.8063636422157288,0.6373407244682312
5,0.7862879037857056,0.7021417617797852,0.803636372089386,0.6287623047828674
6,0.7940909266471863,0.665229856967926,0.803636372089386,0.6319916844367981
7,0.800303041934967,0.6372852921485901,0.8109090924263,0.6171193718910217
8,0.8021969795227051,0.6206699013710022,0.8181818127632141,0.622891902923584
9,0.8118939399719238,0.5965688228607178,0.8109090924263,0.6538082957267761
10,0.8140909075737,0.5785263776779175,0.8100000023841858,0.6294803619384766
11,0.8206818103790283,0.5641828179359436,0.8227272629737854,0.5879777073860168
12,0.8203787803649902,0.5556115508079529,0.8199999928474426,0.6019123196601868
13,0.8359090685844421,0.5188067555427551,0.8154545426368713,0.631738007068634
14,0.8357575535774231,0.5130540132522583,0.8345454335212708,0.6011516451835632
15,0.8413636088371277,0.4966665804386139,0.8145454525947571,0.632607102394104
16,0.8396211862564087,0.48996222019195557,0.8063636422157288,0.6701117753982544
17,0.84492427110672,0.46968361735343933,0.8163636326789856,0.6070460081100464
18,0.8537121415138245,0.4618731141090393,0.8063636422157288,0.6255684494972229
19,0.8525757789611816,0.4549535810947418,0.8218181729316711,0.6209901571273804
20,0.8528030514717102,0.4410998523235321,0.8227272629737854,0.6170861124992371
21,0.8522727489471436,0.4466213583946228,0.8127272725105286,0.6275451183319092
